"Brand","Vehicle","Engine","Engine code","Power","Torque (Nm/rpm)","Displacement","Average fuel consumption (l/100 km)","CO2 (g/km)","Weight(3p/5p) kg","Compression ratio","GearBox type","Traction type","Block material","Cylinder head","Jante","Largura","Ratio"
"Renault","Espace Imp.","2.0L T 170 hp","F4RT","170/5000","270/3250",1998,9.6,227,"1760",9.8,"MT 6","2wd","cast iron","aluminium","R17",225,55
"Renault","Espace","2.0L T 170 hp AT","F4RT","170/5000","270/3250",1998,10.3,243,"1780",9.8,"AT 5","2wd","cast iron","aluminium","R17",225,55
"Renault","Espace","3.5L V6 240 hp AT","V4Y","241/6000","330/3600",3498,12.0,284,"1845",10.3,"AT 5","2wd","aluminium","aluminium","R17",225,55
"Renault","Espace","2.0L dCi 130 hp","M9RA","131/4000","320/2000",1995,6.8,187,"1832",16.0,"MT 6","2wd","cast iron","aluminium","R17",225,55
"Renault","Espace","2.2L dCi 140 hp AT","G9T","139/4000","320/1750",2188,9.2,244,"1885",18.0,"AT 5","2wd","cast iron","aluminium","R17",225,55
"Renault","Espace","2.0L dCi 150 hp","M9RB","150/4000","340/2000",1995,7.4,191,"1855",16.0,"MT 6","2wd","cast iron","aluminium","R17",225,55
"Renault","Espace","2.2L dCi 150 hp","G9T","150/4000","320/1750",2188,7.6,200,"1850",18.0,"MT 6","2wd","cast iron","aluminium","R17",225,55
"Renault","Espace","2.0L dCi 175 hp","M9RB","173/3750","360/1750",1995,7.4,197,"1855",16.0,"MT 6","2wd","cast iron","aluminium","R17",225,55
"Renault","Espace Pri.","2.0L dCi 175 hp","M9RB","173/3750","360/1750",1995,7.4,197,"1855",16.0,"MT 6","2wd","cast iron","aluminium","R17",225,55
"Renault","Grand Espace","2.0L T 170 hp","F4RT","170/5000","270/3250",1998,9.6,227,"1815",9.8,"MT 6","2wd","cast iron","aluminium","R16",225,60
"Renault","Grand Espace","2.0L T 170 hp","F4RT","170/5000","270/3250",1998,9.6,227,"1815",9.8,"MT 6","2wd","cast iron","aluminium","R17",225,55
"Renault","Grand Espace","2.0L T 170 hp AT","F4RT","170/5000","270/3250",1998,10.3,243,"1840",9.8,"AT 5","2wd","cast iron","aluminium","R16",225,60
"Renault","Grand Espace","3.5L V6 240 hp AT","V4Y","241/6000","330/3600",3498,12.2,289,"1890",10.3,"AT 5","2wd","aluminium","aluminium","R17",225,55
"Renault","Grand Espace","2.2L dCi 140 hp AT","G9T","139/4000","320/1750",2188,9.2,244,"1935",18.0,"AT 5","2wd","cast iron","aluminium","R17",225,55
"Renault","Grand Espace","2.0L dCi 150 hp","M9RA","150/4000","340/2000",1995,7.4,191,"1905",16.0,"MT 6","2wd","cast iron","aluminium","R17",225,55
"Renault","Grand Espace","2.0L dCi 175 hp","M9RB","173/3750","360/1750",1995,7.6,200,"1905",16.0,"MT 6","2wd","cast iron","aluminium","R17",225,55
"Renault","Grand Espace Pri.","2.0L dCi 175 hp","M9RB","173/3750","360/1750",1995,7.6,200,"1905",16.0,"MT 6","2wd","cast iron","aluminium","R17",225,55
"Renault","Laguna","1.6L 110 hp","K4M","112/6000","151/4250",1598,7.6,180,"1430",9.8,"MT 6","2wd","cast iron","aluminium","R16",195,60
"Renault","Laguna","1.5L dCi 110 hp","K9KTHP","110/4000","240/2000",1461,4.9,130,"1461",15.6,"MT 6","2wd","cast iron","aluminium","R16",195,60
"Renault","Laguna","2.0L dCi 130 hp","M9RA","131/4000","320/2000",1995,6.0,157,"1537",16.0,"MT 6","2wd","cast iron","aluminium","R16",195,60
"Renault","Laguna","2.0L 140 hp","F4R","140/6000","195/3750",1997,7.6,180,"1444",10.2,"MT 6","2wd","aluminium","aluminium","R16",205,60
"Renault","Laguna Exp. Techno","1.5L dCi 110 hp","K9KTHP","110/4000","240/2000",1461,4.9,130,"1461",15.6,"MT 6","2wd","cast iron","aluminium","R16",205,60
"Renault","Laguna Dyn.","2.0L 140 hp","F4R","140/6000","195/3750",1997,7.9,185,"1444",10.2,"MT 6","2wd","aluminium","aluminium","R17",215,50
"Renault","Laguna Exp. Techno","2.0L dCi 130 hp","M9RA","131/4000","320/2000",1995,6.0,157,"1537",16.0,"MT 6","2wd","cast iron","aluminium","R16",205,60
"Renault","Laguna Dyn.","2.0L dCi 130 hp","M9RA","131/4000","320/2000",1995,6.0,157,"1537",16.0,"MT 6","2wd","cast iron","aluminium","R17",215,50
"Renault","Laguna","2.0L dCi 150 hp","M9RA","150/4000","340/2000",1995,6.0,157,"1537",16.0,"MT 6","2wd","cast iron","aluminium","R16",205,60
"Renault","Laguna Dyn.","2.0L dCi 150 hp","M9RA","150/4000","340/2000",1995,6.0,157,"1537",16.0,"MT 6","2wd","cast iron","aluminium","R17",215,50
"Renault","Laguna Dyn.","2.0L dCi 150 hp AT","M9RA","150/4000","340/2000",1995,7.0,185,"1611",16.0,"AT 6","2wd","cast iron","aluminium","R17",215,50
"Renault","Laguna","2.0L dCi 175 hp","M9RB","173/3750","380/2000",1995,6.5,150,"1567",16.0,"MT 6","2wd","cast iron","aluminium","R17",215,50
"Renault","Laguna Pri.","2.0L dCi 150 hp AT","M9RA","150/4000","340/2000",1995,7.0,185,"1611",16.0,"AT 6","2wd","cast iron","aluminium","R17",215,50
"Renault","Laguna","2.0L T 170 hp AT","F4RT","170/5000","270/3250",1998,8.8,207,"1542",9.5,"AT 6","2wd","cast iron","aluminium","R17",215,50
"Renault","Laguna GT","2.0L dCi 180 hp","M9RB","178/3750","380/2000",1995,6.5,172,"1567",16.0,"MT 6","4wdir","cast iron","aluminium","R18",225,45
"Renault","Laguna GT","2.0L T 205 hp","F4RT","204/5000","300/3000",1998,8.2,194,"1542",9.0,"MT 6","4wdir","cast iron","aluminium","R18",225,45
"Renault","Laguna Coupé","2.0L dCi 150 hp","M9RA","150/4000","340/2000",1995,6.0,157,"1561",15.7,"MT 6","2wd","cast iron","aluminium","R17",215,50
"Renault","Laguna Coupé","2.0L dCi 175 hp","M9RB","173/3750","380/2000",1995,5.7,150,"1561",16.0,"MT 6","2wd","cast iron","aluminium","R17",215,50
"Renault","Laguna Coupé","2.0L dCi 150 hp AT","M9RA","150/4000","340/2000",1995,7.0,185,"1614",15.7,"AT 6","2wd","cast iron","aluminium","R17",215,50
"Renault","Laguna Coupé GT","2.0L dCi 180 hp","M9RB","178/3750","400/2000",1995,6.5,172,"1614",16.0,"MT 6","4wdir","cast iron","aluminium","R18",225,45
"Renault","Laguna Coupé","2.0L T 205 hp","F4RT","204/5000","300/3000",1998,8.2,194,"1503",9.0,"MT 6","2wd","cast iron","aluminium","R17",215,50
"Renault","Laguna Coupé GT","2.0L T 205 hp","F4RT","204/5000","300/3000",1998,8.2,194,"1503",9.0,"MT 6","4wdir","cast iron","aluminium","R18",225,45
"Renault","Laguna Coupé","3.5L V6 240 hp AT","V4Y","238/6000","330/4400",3498,10.0,238,"1597",10.3,"AT 6","2wd","aluminium","aluminium","R17",215,50
"Renault","Laguna Coupé","3.0L V6 dCi 235 hp AT","V9X","235/3750","450/1500",2993,7.2,192,"1705",16.0,"AT 6","2wd","cast iron","aluminium","R17",215,50
"Peugeot","107 2-Tronic","1.0L 68 hp 3 Cyl.","1KR-FE","68/6000","93/3600",998,4.6,107,"900/915",10.5,"AT 5","2wd","aluminium","aluminium","R14",155,65
"Peugeot","107","1.4L HDi 54 hp","DV4 TD","54/4000","130/1750",1399,4.1,109,"965/965",17.9,"MT","2wd","aluminium","aluminium","R14",155,65
"Peugeot","107 Urb.","1.0L 68 hp 3 Cyl.","1KR-FE","68/6000","93/3600",998,4.5,106,"865/880",10.5,"MT","2wd","aluminium","aluminium","R14",155,65
"Peugeot","206+","1.1L 60 hp","TU1","60/5500","94/3300",1124,5.7,135,"1013/1020",,"MT","2wd","aluminium","aluminium","R14",175,65
"Peugeot","206+","1.4L 75 hp","TU3","75/5500","120/3400",1361,6.3,150,"1016/1027",10.2,"MT","2wd","aluminium","aluminium","R14",175,65
"Peugeot","206+","1.4L HDi 70 hp","DV4 TD","68/4000","160/2000",1399,4.2,110,"1042/1055",17.9,"MT","2wd","aluminium","aluminium","R14",175,65
"Peugeot","3008","1.6L VTi 120 hp","EP6","120/6000","160/4250",1598,7.1,165,"1474",11.0,"MT","2wd","aluminium","aluminium","R16",215,60
"Peugeot","3008","1.6L THP 150 hp","EP6 DT","150/5800","240/1400",1598,7.4,176,"1534",10.5,"MT 6","2wd","aluminium","aluminium","R16",215,60
"Peugeot","3008","1.6L HDi FAP 110 hp","DV6 TED4","109/4000","240/1750",1560,5.1,137,"1500",18.0,"MT 6","2wd","aluminium","aluminium","R16",215,60
"Peugeot","3008","1.6L HDi FAP 110 hp AMT","DV6 TED4","109/4000","240/1750",1560,4.9,130,"1500",18.0,"AMT 6","2wd","aluminium","aluminium","R16",215,60
"Peugeot","3008","2.0L HDi FAP 150 hp","DW10","150/3750","340/2000",1997,5.6,146,"1604",,"MT 6","2wd","cast iron","aluminium","R16",215,60
"Peugeot","3008","2.0L HDi FAP 163 hp AT","DW10","163/3750","340/2000",1997,6.7,176,"1614",,"AT 6","2wd","cast iron","aluminium","R16",215,60
"Peugeot","1007","1.4L HDi 70 hp","DV4 TD","68/4000","160/2000",1399,4.5,120,"1243",17.9,"MT","2wd","aluminium","aluminium","R16",195,50
"Peugeot","1007 2-Tronic","1.6L 110 hp","TU5","109/5750","147/4000",1587,6.6,156,"1216",11.0,"AMT 5","2wd","cast iron","aluminium","R16",195,50
"Peugeot","1007","1.6L HDi FAP 110 hp","DV6 TED4","109/4000","240/1750",1560,4.8,125,"1348",18.0,"MT","2wd","aluminium","aluminium","R16",195,50
"Peugeot","807 (2002) SR","2.0L 136 hp","EW10 J4","136/6000","190/4100",1997,9.1,,"1570",10.8,"MT","2wd","aluminium","aluminium","R15",205,65
"Peugeot","807 (2002) ST","2.0L 136 hp","EW10 J4","136/6000","190/4100",1997,9.0,,"1570",10.8,"MT","2wd","aluminium","aluminium","R16",215,60
"Peugeot","807 (2002) ST","2.2L 158 hp","EW12 J4","158/5650","217/3900",2231,9.7,,"1606",10.8,"MT","2wd","aluminium","aluminium","R15",215,65
"Peugeot","807 (2002) SV","3.0L V6 204 hp AT","ES9","204/6000","285/3750",2946,11.5,,"1762",10.9,"AT 4","2wd","aluminium","aluminium","R16",215,60
"Peugeot","807 (2002) Pullman","3.0L V6 204 hp AT","ES9","204/6000","285/3750",2946,11.5,,"1784",10.9,"AT 4","2wd","aluminium","aluminium","R16",215,60
"Peugeot","807 (2002) SR","2.0L HDi 110 hp","DW10 ATED","107/4000","270/1750",1997,7.2,,"1668",17.0,"MT","2wd","cast iron","aluminium","R15",215,65
"Peugeot","807 (2002) ST","2.0L HDi 110 hp","DW10 ATED","107/4000","270/1750",1997,7.0,186,"1743",17.0,"MT","2wd","cast iron","aluminium","R16",215,60
"Peugeot","807 (2002) SV","2.2L HDi 130 hp","DW12A","128/4000","314/2000",2179,7.3,195,"1783",18.0,"MT 6","2wd","cast iron","aluminium","R15",215,65
"Peugeot","807","2.0L 140 hp","EW10 J4","140/6000","195/4000",1997,9.0,213,"1709",,"MT","2wd","aluminium","aluminium","R16",215,60
"Peugeot","807","2.0L HDi 120 hp","DW10","120/4000","300/2000",1997,6.9,182,"1811",17.3,"MT 6","2wd","cast iron","aluminium","R16",215,60
"Peugeot","807","2.0L HDi 136 hp FAP","DW10 TED4","136/4000","320/2000",1997,7.1,188,"1818",17.6,"MT 6","2wd","cast iron","aluminium","R16",215,60
"Peugeot","807","2.2L HDi 170 hp FAP","DW12B","170/4000","370/1500",2179,7.2,191,"1865",16.6,"MT 6","2wd","cast iron","aluminium","R16",215,60
"Peugeot","807","2.2L HDi 170 hp FAP AT","DW12B","170/4000","370/1500",2179,8.2,218,"1893",16.6,"AT 6","2wd","cast iron","aluminium","R16",215,60
"Peugeot","607 (2002)","2.2L HDi 130 hp","DW12A","133/4000","314/2000",2179,6.7,,"1535",18.0,"MT","2wd","cast iron","aluminium","R16",225,55
"Peugeot","607","2.2L 160 hp","EW12 J4","158/5650","217/3900",2231,9.2,,"1496",10.8,"MT","2wd","aluminium","aluminium","R17",225,50
"Peugeot","607","3.0L V6 210 hp AT","ES9","211/6000","290/3750",2946,10.2,242,"1719",10.9,"AT 6","2wd","aluminium","aluminium","R17",225,50
"Peugeot","607","2.0L HDi FAP 110 hp","DW10 ATED","107/4000","250/1750",1997,,,,17.6,"MT","2wd","cast iron","aluminium","R17",225,50
"Peugeot","607","2.2L HDi FAP 130 hp","DW12A","133/4000","314/2000",2179,6.6,,,18.0,"MT 6","2wd","cast iron","aluminium","R17",225,50
"Peugeot","607","2.7L V6 HDi 200 hp FAP AT","DT17TED4 (LionV6)","204/4000","440/1900",2721,8.4,223,"1798",17.3,"AT 6","2wd","cast iron","aluminium","R17",225,50
"Peugeot","4007","2.2L HDi 156 hp FAP","DW12B","156/4000","380/2000",2179,7.2,191,"1822",16.6,"MT 6","4wd","cast iron","aluminium","R16",215,70
"Peugeot","4007 Sport Pack.","2.2L HDi 156 hp FAP","DW12B","156/4000","380/2000",2179,7.3,194,"1822",16.6,"MT 6","4wd","cast iron","aluminium","R18",225,55
"Peugeot","4007","2.4L 170 hp hpT","4B12","170/6000","232/4100",2360,9.3,222,"1715",10.5,"hpT","4wd","aluminium","aluminium","R18",225,55
"Peugeot","407","1.8L 125 hp","EW7 J4","125/6000","170/3750",1749,7.7,181,"1475",10.8,"MT","2wd","aluminium","aluminium","R16",205,60
"Peugeot","407","1.6L Hdi FAP 110 hp","DV6 TED4","109/4000","240/1750",1560,4.9,129,"1505",18.0,"MT","2wd","aluminium","aluminium","R16",205,60
"Peugeot","407","2.0L 140 hp","EW10","140/6000","200/4000",1997,8.1,192,"1490",10.8,"MT","2wd","aluminium","aluminium","R17",215,55
"Peugeot","407","2.0L HDi FAP 140 hp","DW10","140/4000","320/2000",1997,5.7,150,"1580",17.6,"MT 6","2wd","cast iron","aluminium","R17",215,55
"Peugeot","407","2.2L HDi FAP 170 hp","DW12B","170/4000","370/1500",2179,6.1,159,"1699",16.6,"MT 6","2wd","cast iron","aluminium","R17",215,55
"Peugeot","407","2.0L HDi FAP 136 hp AT","DW10 TED4","136/4000","320/2000",1997,7.1,186,"1636",17.6,"AT 6","2wd","cast iron","aluminium","R17",215,55
"Peugeot","407","2.2L 163 hp","EW12 J4","163/5875","220/4150",2231,9.0,214,"1555",10.8,"MT 6","2wd","aluminium","aluminium","R17",215,55
"Peugeot","407","3.0L V6 211 hp AT","ES9 /A","211/6000","290/3750",2946,9.8,233,"1660",10.9,"AT 6","2wd","aluminium","aluminium","R18",235,45
"Peugeot","407","2.7L V6 HDi FAP 204 hp AT","DT17TED4 (LionV6)","204/4000","440/1900",2721,8.4,223,"1802",17.3,"AT 6","2wd","cast iron","aluminium","R18",235,45
"Peugeot","407 SW","2.0L 140 hp","EW10","140/6000","200/4000",1997,8.3,196,"1533",10.8,"MT","2wd","aluminium","aluminium","R17",215,55
"Peugeot","407 SW","1.6L HDi FAP 110 hp","DV6 TED4","109/4000","240/1750",1560,4.9,129,"1545",18.0,"MT","2wd","aluminium","aluminium","R16",205,60
"Peugeot","407 SW","2.0L HDi FAP 140 hp","DW10","140/4000","320/2000",1997,5.7,150,"1620",17.6,"MT 6","2wd","cast iron","aluminium","R17",215,55
"Peugeot","407 SW","2.2L 163 hp","EW12 J4","163/5875","220/4150",2231,9.2,219,"1610",10.8,"MT 6","2wd","aluminium","aluminium","R17",215,55
"Peugeot","407 SW","2.0L HDi FAP 136 hp AT","DW10 TED4","136/4000","320/2000",1997,7.2,192,"1676",17.6,"AT 6","2wd","cast iron","aluminium","R17",215,55
"Peugeot","407 SW","2.2L HDi FAP 170 hp","DW12B","170/4000","370/1500",2179,6.2,165,"1750",16.6,"MT 6","2wd","cast iron","aluminium","R17",215,55
"Peugeot","407 SW","3.0L V6 211 hp AT","ES9 /A","211/6000","290/3750",2946,9.9,236,"1715",10.9,"AT 6","2wd","aluminium","aluminium","R18",235,45
"Peugeot","407 SW","2.7L V6 HDi FAP 204 hp AT","DT17TED4 (LionV6)","204/4000","440/1900",2721,8.5,225,"1852",17.3,"AT 6","2wd","cast iron","aluminium","R18",235,45
"Peugeot","407 coupé","2.2L 163 hp","EW12 J4","163/5875","220/4150",2231,9.2,219,"1600",10.8,"MT 6","2wd","aluminium","aluminium","R17",215,55
"Peugeot","407 coupé Pack.","2.2L 163 hp","EW12 J4","163/5875","220/4150",2231,9.2,219,"1600",10.8,"MT 6","2wd","aluminium","aluminium","R18",235,45
"Peugeot","407 coupé","3.0L V6 210 hp","ES9","211/6000","290/3750",2946,10.2,242,"1687",10.9,"MT 6","2wd","aluminium","aluminium","R18",235,45
"Peugeot","407 coupé","3.0L V6 210 hp AT","ES9","211/6000","290/3750",2946,10.2,242,"1712",10.9,"AT 6","2wd","aluminium","aluminium","R18",235,45
"Peugeot","407 coupé","2.7L HDi V6 204 hp FAP AT","DT17TED4 (LionV6)","204/4000","440/1900",2721,8.5,226,"1799",17.3,"AT 6","2wd","cast iron","aluminium","R18",235,45
"Peugeot","308","1.4L VTi 95 hp","EP3","95/6000","136/4000",1397,6.5,155,"1337/1346",11.0,"MT","2wd","aluminium","aluminium","R15",195,65
"Peugeot","308","1.6L HDi 90 hp","DV6","90/4000","215/1750",1560,4.5,120,"1368/1378",18.0,"MT","2wd","aluminium","aluminium","R15",195,65
"Peugeot","308 Sport","1.6L HDi 90 hp","DV6","90/4000","215/1750",1560,4.5,120,"1368/1378",18.0,"MT","2wd","aluminium","aluminium","R16",205,55
"Peugeot","308","1.6L VTi 120 hp","EP6","120/6000","160/4250",1598,6.7,159,"1352/1362",11.0,"MT","2wd","aluminium","aluminium","R15",195,65
"Peugeot","308 Sport","1.6L VTi 120 hp","EP6","120/6000","160/4250",1598,6.7,159,"1352/1362",11.0,"MT","2wd","aluminium","aluminium","R16",205,55
"Peugeot","308 Prem. 5p","1.6L VTi 120 hp","EP6","120/6000","160/4250",1598,6.7,159,"1362",11.0,"MT","2wd","aluminium","aluminium","R17",225,45
"Peugeot","308 Sport 5p","1.6L VTi 120 hp AT","EP6","120/6000","160/4250",1598,7.0,165,"1387",11.0,"AT 4","2wd","aluminium","aluminium","R16",205,55
"Peugeot","308","1.6L HDi FAP 110 hp","DV6","109/4000","240/1750",1560,4.5,120,"?/?",18.0,"MT","2wd","aluminium","aluminium","R15",195,65
"Peugeot","308 Sport","1.6L HDi FAP 110 hp","DV6","109/4000","240/1750",1560,4.5,120,"?/?",18.0,"MT","2wd","aluminium","aluminium","R16",205,55
"Peugeot","308 Prem. 5p","1.6L HDi FAP 110 hp","DV6","109/4000","240/1750",1560,4.9,130,"1397",18.0,"MT 6","2wd","aluminium","aluminium","R17",225,45
"Peugeot","308","1.6L THP 150 hp","EP6T","150/5800","240/1400-3500",1598,7.0,165,"?/?",10.5,"MT 6","2wd","aluminium","aluminium","R16",205,55
"Peugeot","308 Sport","1.6L HDi FAP 110 hp CMP","DV6","109/4000","240/1750",1560,4.5,120,"1399/1409",18.0,"AT 6","2wd","aluminium","aluminium","R16",205,55
"Peugeot","308","2.0L HDi FAP 136 hp","DW10","136/4000","320/2000",1997,5.3,140,"1483/1496",17.6,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Peugeot","308 Prem. 5p","2.0L HDi FAP 136 hp","DW10","136/4000","320/2000",1997,5.5,146,"1496",17.6,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Peugeot","308 GT","2.0L HDi FAP 136 hp","DW10","136/4000","320/2000",1997,5.5,146,"1483",17.6,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Peugeot","308 Prem. 5p","2.0L HDi FAP 136 hp AT","DW10","136/4000","320/2000",1997,6.8,180,"1522",17.6,"AT 6","2wd","cast iron","aluminium","R17",225,45
"Peugeot","308 Prem. 5p","1.6L THP 150 hp","EP6T","150/5800","240/1400-3500",1598,7.2,171,,10.5,"MT 6","2wd","aluminium","aluminium","R17",225,45
"Peugeot","308 GT","1.6L THP 150 hp","EP6T","150/5800","240/1400-3500",1598,7.2,171,,10.5,"MT 6","2wd","aluminium","aluminium","R18",225,40
"Peugeot","308 GT","1.6L THP 175 hp","EP6T","174/6000","240/1600-4500",1598,7.6,180,"1446",10.5,"MT 6","2wd","aluminium","aluminium","R18",225,40
"Peugeot","308 SW","1.4L VTi 95 hp","EP3","95/6000","136/4000",1397,6.7,159,"1426",11.0,"MT","2wd","aluminium","aluminium","R15",195,65
"Peugeot","308 SW","1.6L HDi 90 hp","DV6","90/4000","215/1750",1560,4.7,125,"1453",18.0,"MT","2wd","aluminium","aluminium","R15",195,65
"Peugeot","308 SW","1.6L VTi 120 hp","EP6","120/6000","160/4250",1598,6.9,164,"1515",11.0,"MT","2wd","aluminium","aluminium","R15",195,65
"Peugeot","308 SW Sport","1.6L VTi 120 hp","EP6","120/6000","160/4250",1598,6.9,164,"1515",11.0,"MT","2wd","aluminium","aluminium","R16",205,55
"Peugeot","308 SW","1.6L HDi FAP 110 hp","DV6","109/4000","240/1750",1560,4.9,129,"1482 or 1570",18.0,"MT 6","2wd","aluminium","aluminium","R15",195,65
"Peugeot","308 SW Sport","1.6L VTi 120 hp AT","DV6","120/6000","160/4250",1598,7.7,182,"1541",11.0,"AT 4","2wd","aluminium","aluminium","R16",205,55
"Peugeot","308 SW Prem.","1.6L VTi 120 hp","EP6","120/6000","160/4250",1598,6.9,164,"1515",11.0,"MT","2wd","aluminium","aluminium","R17",225,45
"Peugeot","308 SW","1.6L THP 150 hp","EP6T","150/5800","240/1400-3500",1598,7.5,177,"1561",10.5,"MT 6","2wd","aluminium","aluminium","R16",215,55
"Peugeot","308 SW Sport","1.6L HDi FAP 110 hp","DV6","109/4000","240/1750",1560,4.9,130,"1570",18.0,"MT 6","2wd","aluminium","aluminium","R16",205,55
"Peugeot","308 SW Prem.","1.6L THP 150 hp","EP6T","150/5800","240/1400-3500",1598,7.5,177,"1561",10.5,"MT 6","2wd","aluminium","aluminium","R17",225,45
"Peugeot","308 SW","2.0L HDi FAP 136 hp","DW10","136/4000","320/2000",1997,5.9,155,"1650",17.6,"MT 6","2wd","cast iron","aluminium","R16",215,55
"Peugeot","308 SW Prem.","1.6L HDi FAP 110 hp","DV6","109/4000","240/1750",1560,4.9,130,"1570",18.0,"MT 6","2wd","aluminium","aluminium","R17",225,45
"Peugeot","308 SW Prem.","1.6L THP 140 hp AT","EP6T","140/6000","240/1400-3500",1598,8.2,194,"1577",10.5,"AT 4","2wd","aluminium","aluminium","R17",225,45
"Peugeot","308 SW Prem.","2.0L HDi FAP 136 hp","DW10","136/4000","320/2000",1997,5.9,155,"1650",17.6,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Peugeot","308 SW Sport","2.0L HDi FAP 136 hp AT","DW10","136/4000","320/2000",1997,7.1,187,"1675",17.6,"AT 6","2wd","cast iron","aluminium","R16",215,55
"Peugeot","308 SW Prem.","2.0L HDi FAP 136 hp AT","DW10","136/4000","320/2000",1997,7.1,187,"1675",17.6,"AT 6","2wd","cast iron","aluminium","R17",225,45
"Peugeot","308 CC","1.6L THP 150 hp","EP6T","150/5800","240/1400-3500",1598,7.5,177,"1587",10.5,"MT 6","2wd","aluminium","aluminium","R17",225,45
"Peugeot","308 CC","2.0L HDi FAP 140 hp","DW10","140/4000","320/2000",1997,5.9,155,"1674",17.6,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Peugeot","308 CC Sport","1.6L THP 150 hp","EP6T","150/5800","240/1400-3500",1598,7.5,177,"1587",10.5,"MT 6","2wd","aluminium","aluminium","R18",225,40
"Peugeot","308 CC Sport","1.6L THP 140 hp AT","EP6T","140/6000","240/1400-3500",1598,8.1,192,"1598",10.5,"AT 4","2wd","aluminium","aluminium","R18",225,40
"Peugeot","308 CC","2.0L HDi FAP 140 hp","DW10","140/4000","320/2000",1997,5.9,155,"1674",17.6,"MT 6","2wd","cast iron","aluminium","R18",225,40
"Peugeot","308 CC Sport","2.0L HDi FAP 136 hp AT","DW10","136/4000","320/2000",1997,7.0,185,"1695",17.6,"AT 6","2wd","cast iron","aluminium","R18",225,40
"Peugeot","207","1.4L 75 hp","TU3","73/5400","118/3300",1361,6.3,150,"1213/1223",10.5,"MT","2wd","aluminium","aluminium","R15",185,65
"Peugeot","207","1.4L HDi 70 hp","DV4 TD","68/4000","160/2000",1399,4.4,115,"1251/1261",17.9,"MT","2wd","aluminium","aluminium","R15",185,65
"Peugeot","207","1.4L VTi 95 hp","EP3","95/6000","136/4000",1397,5.9,140,"1240/1253",11.0,"MT","2wd","aluminium","aluminium","R15",185,65
"Peugeot","207","1.6L HDi 90 hp","DV6","90/4000","215/1750",1560,4.4,117,"1272/1280",18.0,"MT","2wd","aluminium","aluminium","R15",185,65
"Peugeot","207 Sport","1.6L VTi 120 hp","EP6","120/6000","160/4250",1598,6.1,145,"1275/1275",11.0,"MT","2wd","aluminium","aluminium","R16",195,55
"Peugeot","207 Sport","1.6L HDi 90 hp","DV6","90/4000","215/1750",1560,4.3,115,"1272/1280",18.0,"MT","2wd","aluminium","aluminium","R16",195,55
